query_id,ground_truth_label,ground_truth_evidence_doc_id,top1_evidence_doc_id,top1_retrieval_correct,claim_text,verdict,confidence,explanation,selected_rank,documents_evaluated,total_latency_ms,parse_success_all,evaluated
hmx-0369,SUPPORTED,evdoc-583947d1fdbcc106,evdoc-307517834bde65ad,False,Indian National Democratic Alliance (INDI Alliance) collapsed due to indecisiveness among party leaders regarding Modi's favorite cause.,INSUFFICIENT_EVIDENCE,0.0,The evidence provided does not directly relate to the collapse of the Indian National Democratic Alliance (INDI Alliance) or provide information about indecisiveness among party leaders regarding Modi's favorite cause.,,3,9705.8,True,"[{'rank': 1, 'doc_id': 'evdoc-307517834bde65ad', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The evidence provided does not directly relate to the collapse of the Indian National Democratic Alliance (INDI Alliance) or provide information about indecisiveness among party leaders regarding Modi's favorite cause."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The evidence provided does not directly relate to the collapse of the Indian National Democratic Alliance (INDI Alliance) or provide information about indecisiveness among party leaders regarding Modi's favorite cause."", 'latency_ms': 3289.2}, {'rank': 2, 'doc_id': 'evdoc-9416b238fb45da12', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided evidence does not contain any information about the collapse of the Indian National Democratic Alliance (INDI Alliance) or indecisiveness among party leaders regarding Modi's favorite cause."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information about the collapse of the Indian National Democratic Alliance (INDI Alliance) or indecisiveness among party leaders regarding Modi's favorite cause."", 'latency_ms': 3169.5}, {'rank': 3, 'doc_id': 'evdoc-3be21bea2baf6ec8', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided evidence does not contain any information related to the collapse of the Indian National Democratic Alliance (INDI Alliance) or indecisiveness among party leaders regarding Modi's favorite cause."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to the collapse of the Indian National Democratic Alliance (INDI Alliance) or indecisiveness among party leaders regarding Modi's favorite cause."", 'latency_ms': 3247.1}]"
hmx-0422,SUPPORTED,evdoc-fbbced3114c8d36d,evdoc-a8cb9c9ea159cd02,False,A stampede is happening outside Chinnaswamy.,INSUFFICIENT_EVIDENCE,0.0,The provided evidence does not contain any information about a stampede or any event happening outside Chinnaswamy.,,3,8665.5,True,"[{'rank': 1, 'doc_id': 'evdoc-a8cb9c9ea159cd02', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information about a stampede or any event happening outside Chinnaswamy.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information about a stampede or any event happening outside Chinnaswamy.', 'latency_ms': 2497.7}, {'rank': 2, 'doc_id': 'evdoc-fbbced3114c8d36d', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The evidence provided discusses the safety concerns and potential cancellation of matches at Chinnaswamy Stadium due to structural issues, but does not explicitly confirm or deny any current stampede happening outside the stadium.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The evidence provided discusses the safety concerns and potential cancellation of matches at Chinnaswamy Stadium due to structural issues, but does not explicitly confirm or deny any current stampede happening outside the stadium.', 'latency_ms': 3395.0}, {'rank': 3, 'doc_id': 'evdoc-cd4e36ca1bcddc3d', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The evidence provided does not contain any information about a stampede or any event related to a stampede happening outside Chinnaswamy.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The evidence provided does not contain any information about a stampede or any event related to a stampede happening outside Chinnaswamy.', 'latency_ms': 2772.8}]"
hmx-0600,CONTRADICTED,evdoc-830fe9c59cd178d7,evdoc-d40b8a7240776c0b,False,Chennai experienced heavy rainfall and imitated a dance similar to Lord Shiva's tandav during a single day.,INSUFFICIENT_EVIDENCE,0.0,The provided evidence does not contain any information related to heavy rainfall in Chennai or any dance imitating Lord Shiva's tandav performed during a single day.,,3,8357.6,True,"[{'rank': 1, 'doc_id': 'evdoc-d40b8a7240776c0b', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided evidence does not contain any information related to heavy rainfall in Chennai or any dance imitating Lord Shiva's tandav performed during a single day."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to heavy rainfall in Chennai or any dance imitating Lord Shiva's tandav performed during a single day."", 'latency_ms': 2972.8}, {'rank': 2, 'doc_id': 'evdoc-9416b238fb45da12', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided evidence does not contain any information about Chennai experiencing heavy rainfall or any dance similar to Lord Shiva's tandav."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information about Chennai experiencing heavy rainfall or any dance similar to Lord Shiva's tandav."", 'latency_ms': 2631.5}, {'rank': 3, 'doc_id': 'evdoc-eb21871dc386edda', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided evidence does not contain any information related to heavy rainfall in Chennai or any dance imitating Lord Shiva's tandav."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to heavy rainfall in Chennai or any dance imitating Lord Shiva's tandav."", 'latency_ms': 2753.3}]"
hmx-0603,CONTRADICTED,evdoc-f21ae84a44e44446,evdoc-5b90f692f889033e,False,"Tripura ke Musalmanon ke liye dua karein sabhi. Bharat ke ek chhote rajya Tripura mein ab tak 16 masjidon mein aag lagaayi gayi hai aur kai gharon mein aagzani ki gayi hai. Tripura ke Musalmanon ke liye dua karein. Bharat ke Tripura rajya mein Musalmanon par zyada dino se hamle ho rahe hain. Masjiden jalayi ja rahi hain, dukaanon aur gharon mein aag lagaayi ja rahi hai. Police ki maujoodgi mein kuch ugr Hindu sangathan aur bade dalon ke log ye sab kar rahe hain. Lekin prashasan ki taraf se ab tak koi karwai nahi hui hai. Bharat ki mukhyadhara media aur dharmik sangathan is par chup hain. Muslim rajneetik neta bhi kuch nahi bol rahe.Tripura mein jo kuch ho raha hai, woh insaniyat aur manavta ki hatya hai. Hum sabko ekjut hokar awaaz uthani chahiye. Ant tak Allah ko mat chhodo, kisi ko mat chhodo!",INSUFFICIENT_EVIDENCE,0.0,The provided evidence does not contain any information related to the claims made about Tripura or Muslims in India.,,3,9188.9,True,"[{'rank': 1, 'doc_id': 'evdoc-5b90f692f889033e', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to the claims made about Tripura or Muslims in India.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to the claims made about Tripura or Muslims in India.', 'latency_ms': 2623.4}, {'rank': 2, 'doc_id': 'evdoc-19b3ab814b34d143', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not address any claims related to Tripura or Muslims in Tripura, and focuses on a different incident involving a BJP MLA in Uttar Pradesh.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not address any claims related to Tripura or Muslims in Tripura, and focuses on a different incident involving a BJP MLA in Uttar Pradesh.', 'latency_ms': 3336.4}, {'rank': 3, 'doc_id': 'evdoc-8649f37d2267ceae', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The evidence provided does not relate to the situation in Tripura or any attacks on mosques or Muslims in India, thus it neither supports nor contradicts the claim.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The evidence provided does not relate to the situation in Tripura or any attacks on mosques or Muslims in India, thus it neither supports nor contradicts the claim.', 'latency_ms': 3229.1}]"
hmx-0606,CONTRADICTED,evdoc-03f8f864f2a0b4f1,evdoc-eec049bf32cbb114,False,Ajay Singh Bisht is likely to be involved in criminal activities.,INSUFFICIENT_EVIDENCE,0.0,"The provided evidence discusses a different individual (Mohammad Shariful Islam Shehzad) who attempted to break into Saif Ali Khan's home and stab him, but there is no direct link to Ajay Singh Bisht or any information suggesting involvement in criminal activities.",,3,11627.2,True,"[{'rank': 1, 'doc_id': 'evdoc-eec049bf32cbb114', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided evidence discusses a different individual (Mohammad Shariful Islam Shehzad) who attempted to break into Saif Ali Khan's home and stab him, but there is no direct link to Ajay Singh Bisht or any information suggesting involvement in criminal activities."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence discusses a different individual (Mohammad Shariful Islam Shehzad) who attempted to break into Saif Ali Khan's home and stab him, but there is no direct link to Ajay Singh Bisht or any information suggesting involvement in criminal activities."", 'latency_ms': 4143.8}, {'rank': 2, 'doc_id': 'evdoc-046b960c331d8524', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence describes a specific incident involving individuals blocking traffic police in a market area, but does not provide any information about Ajay Singh Bisht or his involvement in criminal activities.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence describes a specific incident involving individuals blocking traffic police in a market area, but does not provide any information about Ajay Singh Bisht or his involvement in criminal activities.', 'latency_ms': 4270.9}, {'rank': 3, 'doc_id': 'evdoc-1addf9d6e2cfcb74', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence discusses a video related to an attack on a Hindu man in Pakistan, but does not provide any information about Ajay Singh Bisht or his involvement in criminal activities.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence discusses a video related to an attack on a Hindu man in Pakistan, but does not provide any information about Ajay Singh Bisht or his involvement in criminal activities.', 'latency_ms': 3212.5}]"
hmx-0610,CONTRADICTED,evdoc-7eb67289efea2570,evdoc-3f6dfaf81b0ecb01,False,A Muslim teacher forced girls to pray at a school in Maharashtra.,INSUFFICIENT_EVIDENCE,0.0,The provided evidence does not contain any information related to a Muslim teacher forcing girls to pray at a school in Maharashtra.,,3,7680.4,True,"[{'rank': 1, 'doc_id': 'evdoc-3f6dfaf81b0ecb01', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to a Muslim teacher forcing girls to pray at a school in Maharashtra.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to a Muslim teacher forcing girls to pray at a school in Maharashtra.', 'latency_ms': 2525.5}, {'rank': 2, 'doc_id': 'evdoc-aa5a574d70926c19', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to a Muslim teacher forcing girls to pray at a school in Maharashtra.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to a Muslim teacher forcing girls to pray at a school in Maharashtra.', 'latency_ms': 2574.3}, {'rank': 3, 'doc_id': 'evdoc-68a0b43fed7bd8cb', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to a Muslim teacher forcing girls to pray at a school in Maharashtra.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to a Muslim teacher forcing girls to pray at a school in Maharashtra.', 'latency_ms': 2580.6}]"
hmx-0615,CONTRADICTED,evdoc-bba8ac2fd5a9b51f,evdoc-856a90cdcde7a498,False,BJP won Telangana in an election.,INSUFFICIENT_EVIDENCE,0.0,The provided evidence does not mention any election in Telangana or any BJP victory there.,,3,8345.0,True,"[{'rank': 1, 'doc_id': 'evdoc-856a90cdcde7a498', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not mention any election in Telangana or any BJP victory there.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not mention any election in Telangana or any BJP victory there.', 'latency_ms': 2325.1}, {'rank': 2, 'doc_id': 'evdoc-9416b238fb45da12', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information about the BJP winning Telangana in an election; instead, it discusses a viral photo of BJP leaders allegedly partying in Goa during floods in Telangana.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information about the BJP winning Telangana in an election; instead, it discusses a viral photo of BJP leaders allegedly partying in Goa during floods in Telangana.', 'latency_ms': 3469.0}, {'rank': 3, 'doc_id': 'evdoc-87a2c94034c71ea2', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to the outcome of an election in Telangana or any political victory by the BJP.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to the outcome of an election in Telangana or any political victory by the BJP.', 'latency_ms': 2550.9}]"
hmx-0639,CONTRADICTED,evdoc-b163130e20b4c90b,evdoc-72cf5a2789ed06ea,False,Sarkar has planned to reduce Covid-19 restrictions through five phases.,INSUFFICIENT_EVIDENCE,0.0,The provided evidence does not contain any information related to Sarkar's plans to reduce Covid-19 restrictions through five phases.,,3,9171.1,True,"[{'rank': 1, 'doc_id': 'evdoc-72cf5a2789ed06ea', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided evidence does not contain any information related to Sarkar's plans to reduce Covid-19 restrictions through five phases."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to Sarkar's plans to reduce Covid-19 restrictions through five phases."", 'latency_ms': 2699.8}, {'rank': 2, 'doc_id': 'evdoc-672ebe9499885d04', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to Sarkar planning to reduce Covid-19 restrictions through five phases.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to Sarkar planning to reduce Covid-19 restrictions through five phases.', 'latency_ms': 2740.9}, {'rank': 3, 'doc_id': 'evdoc-9ad3886d18492604', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to Sarkar reducing Covid-19 restrictions through five phases.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to Sarkar reducing Covid-19 restrictions through five phases.', 'latency_ms': 3730.4}]"
hmx-0642,CONTRADICTED,evdoc-1addf9d6e2cfcb74,evdoc-87a2c94034c71ea2,False,Hindus of India should be punished for atyachaar being practiced by Bangladeshi Hindu youth who are among the Rohingya.,INSUFFICIENT_EVIDENCE,0.0,"The provided evidence does not contain any information related to the practice of atyachaar by Bangladeshi Hindu youth or its connection to the Rohingya, nor does it mention Hindus of India being punished.",,3,11896.7,True,"[{'rank': 1, 'doc_id': 'evdoc-87a2c94034c71ea2', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to the practice of atyachaar by Bangladeshi Hindu youth or its connection to the Rohingya, nor does it mention Hindus of India being punished.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to the practice of atyachaar by Bangladeshi Hindu youth or its connection to the Rohingya, nor does it mention Hindus of India being punished.', 'latency_ms': 3331.7}, {'rank': 2, 'doc_id': 'evdoc-1addf9d6e2cfcb74', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence discusses a video from Pakistan claiming it shows violence against Hindus in Telangana, but does not address any claims about Bangladesh or the practice of atyachaar by Bangladeshi Hindu youth.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence discusses a video from Pakistan claiming it shows violence against Hindus in Telangana, but does not address any claims about Bangladesh or the practice of atyachaar by Bangladeshi Hindu youth.', 'latency_ms': 3595.2}, {'rank': 3, 'doc_id': 'evdoc-da60792cf696e8b5', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence discusses a video related to a hijab controversy in Karnataka, but does not provide any information about Hindus in India punishing Bangladeshi Hindu youth for practicing atyachaar, which is associated with the Rohingya.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence discusses a video related to a hijab controversy in Karnataka, but does not provide any information about Hindus in India punishing Bangladeshi Hindu youth for practicing atyachaar, which is associated with the Rohingya.', 'latency_ms': 4969.8}]"
hmx-0655,CONTRADICTED,evdoc-ea4166932a7d64c0,evdoc-ea4166932a7d64c0,True,The Ease of Doing Business ranking for Uttar Pradesh decreased from 2017 to 2020.,INSUFFICIENT_EVIDENCE,0.0,"The evidence provided discusses the unemployment rate in Uttar Pradesh but does not contain information about the Ease of Doing Business ranking, which is the specific claim being evaluated.",,3,9153.9,True,"[{'rank': 1, 'doc_id': 'evdoc-ea4166932a7d64c0', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The evidence provided discusses the unemployment rate in Uttar Pradesh but does not contain information about the Ease of Doing Business ranking, which is the specific claim being evaluated.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The evidence provided discusses the unemployment rate in Uttar Pradesh but does not contain information about the Ease of Doing Business ranking, which is the specific claim being evaluated.', 'latency_ms': 3026.3}, {'rank': 2, 'doc_id': 'evdoc-5cfd9a6f223b5685', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to the Ease of Doing Business ranking for Uttar Pradesh or any changes in its position over the specified period.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to the Ease of Doing Business ranking for Uttar Pradesh or any changes in its position over the specified period.', 'latency_ms': 2963.8}, {'rank': 3, 'doc_id': 'evdoc-825aef3164716893', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to the Ease of Doing Business ranking for Uttar Pradesh or any comparison between 2017 and 2020.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to the Ease of Doing Business ranking for Uttar Pradesh or any comparison between 2017 and 2020.', 'latency_ms': 3163.8}]"
hmx-0667,CONTRADICTED,evdoc-2c3aae88fed7e052,evdoc-9416b238fb45da12,False,Trinamool Congress members were caught dancing with Arpita Mukherjee.,INSUFFICIENT_EVIDENCE,0.0,"The provided evidence does not contain any information about Trinamool Congress members dancing with Arpita Mukherjee; instead, it discusses BJP members at the Parliament building in New Delhi during a flood relief effort.",,3,9287.6,True,"[{'rank': 1, 'doc_id': 'evdoc-9416b238fb45da12', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information about Trinamool Congress members dancing with Arpita Mukherjee; instead, it discusses BJP members at the Parliament building in New Delhi during a flood relief effort.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information about Trinamool Congress members dancing with Arpita Mukherjee; instead, it discusses BJP members at the Parliament building in New Delhi during a flood relief effort.', 'latency_ms': 3575.9}, {'rank': 2, 'doc_id': 'evdoc-4e684f0662649f4b', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information about Trinamool Congress members dancing with Arpita Mukherjee.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information about Trinamool Congress members dancing with Arpita Mukherjee.', 'latency_ms': 2687.3}, {'rank': 3, 'doc_id': 'evdoc-87a2c94034c71ea2', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to Trinamool Congress members dancing with Arpita Mukherjee.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nCONFIDENCE: 0.00\nEXPLANATION: The provided evidence does not contain any information related to Trinamool Congress members dancing with Arpita Mukherjee.', 'latency_ms': 3024.4}]"
